transaction_id,amount,payment_method,failure_reason,retry_count,transaction_hour,previous_success_rate,customer_lifetime_value,recovered
2296,5026.68,UPI,Technical Error,3,8,0.7591714021400439,17954.15,1
2297,4529.64,UPI,Bank Declined,1,22,0.2950606709978908,29275.89,1
2298,12107.72,Card,Network Error,4,0,0.18166407420144703,48873.96,1
2299,5712.72,UPI,Insufficient Funds,1,7,0.9626110328606663,953.91,1
2300,663.1,UPI,Bank Declined,1,16,0.9205428914541096,1380.43,1
2301,8535.14,UPI,Bank Declined,2,15,0.1057458579369902,6117.2,1
2302,1098.76,Card,Bank Declined,2,14,0.8992852098215547,21559.45,1
2303,2030.48,Wallet,Bank Declined,4,8,0.8908675260032751,10815.04,0
2304,3828.39,UPI,Insufficient Funds,2,7,0.6343745529184762,10838.71,0
2305,21931.24,UPI,Technical Error,4,19,0.5297380008901814,5190.49,0
2306,66830.75,UPI,Insufficient Funds,3,13,0.2174385178013084,3476.52,0
2307,5468.3,UPI,Technical Error,3,11,0.12138427540586894,7351.81,0
2308,2481.96,Card,Insufficient Funds,1,14,0.6063690509600312,6282.43,1
2309,5087.32,Card,Insufficient Funds,3,3,0.8219572567228927,5169.96,0
2310,7242.02,UPI,Network Error,2,3,0.6886438545425544,15200.0,1
2311,2163.18,Card,Network Error,0,21,0.18080042366735594,8022.95,1
2312,17947.59,Card,Bank Declined,1,1,0.29001864025171,12610.62,0
2313,3752.1,UPI,Network Error,4,3,0.5464175871895194,7246.66,0
2314,4903.69,UPI,Bank Declined,3,19,0.6249925175434623,16096.35,0
2315,5801.8,Wallet,Network Error,1,23,0.0722526125073556,2685.55,0
2316,4544.11,UPI,Network Error,1,17,0.614051638244679,1969.89,1
2317,6897.68,Card,Bank Declined,1,14,0.7363193948636227,5785.88,1
2318,1608.0,UPI,Technical Error,3,7,0.1813578486078259,17405.18,0
2319,1705.64,Card,Technical Error,4,9,0.24621871505306248,5640.85,0
2320,992.12,Card,Bank Declined,1,1,0.25889659017871425,61942.71,0
2321,4626.25,Card,Technical Error,1,8,0.9398102525758547,2924.88,1
2322,6495.97,NetBanking,Expired Card,1,15,0.40701612078798943,6676.36,0
2323,4711.55,NetBanking,Network Error,3,21,0.5305714563845662,1291.43,0
2324,15906.65,Card,Insufficient Funds,2,11,0.7243143497170241,35520.72,0
2325,2964.32,UPI,Expired Card,4,4,0.37146026338696936,7183.57,0
2326,5818.17,UPI,Insufficient Funds,1,6,0.10555554694435498,769.6,0
2327,1000.54,Card,Insufficient Funds,1,14,0.6543218707187206,5909.45,0
2328,2024.14,Card,Bank Declined,1,12,0.6672731665737256,618.28,0
2329,5976.19,UPI,Technical Error,3,7,0.26054781500121404,27428.63,1
2330,6968.13,UPI,Expired Card,2,23,0.0352289098507218,3258.58,0
2331,2221.71,Card,Network Error,1,18,0.6653531542453764,8438.4,1
2332,2774.99,UPI,Expired Card,1,18,0.7034255524482221,3864.07,1
2333,653.36,UPI,Insufficient Funds,3,4,0.026064892572764675,6634.48,0
2334,2085.93,Card,Insufficient Funds,4,20,0.6931832684562178,18094.54,0
2335,7261.8,Card,Network Error,4,17,0.9389285690660725,5402.76,1
2336,5298.64,UPI,Expired Card,2,20,0.1787852830141048,14146.92,0
2337,4918.04,UPI,Network Error,4,16,0.5213237546019458,486.3,1
2338,3133.09,UPI,Insufficient Funds,1,6,0.6967764547083679,2268.67,1
2339,3002.09,UPI,Insufficient Funds,3,13,0.2300794021163678,8537.62,0
2340,1540.22,Card,Insufficient Funds,1,14,0.7515488916625471,3949.75,0
2341,5995.88,Card,Bank Declined,1,22,0.8680884296380853,26208.73,1
2342,4541.32,UPI,Insufficient Funds,2,16,0.8145509607698326,18712.46,1
2343,4875.7,UPI,Expired Card,4,2,0.2588989155943514,31677.96,0
2344,1761.58,UPI,Network Error,4,23,0.8042164408350875,8942.2,1
2345,346.08,Wallet,Network Error,4,12,0.4133432444023837,3852.74,0
2346,8929.83,UPI,Insufficient Funds,1,10,0.26646342482224583,14949.69,1
2347,1846.71,NetBanking,Insufficient Funds,3,2,0.16797146717492684,2822.29,0
2348,1257.93,NetBanking,Network Error,3,5,0.908981442506687,6061.05,1
2349,5963.89,Card,Technical Error,1,5,0.42689754151662773,12186.87,0
2350,2014.22,Card,Network Error,0,21,0.8657311868828067,4002.76,1
2351,8603.6,UPI,Technical Error,1,20,0.15954498892979296,88323.78,1
2352,5524.82,Card,Technical Error,4,5,0.7669934661531188,16659.76,0
2353,5905.09,UPI,Insufficient Funds,1,5,0.11001334778988969,3231.56,0
2354,760.55,NetBanking,Insufficient Funds,0,5,0.017564946079942745,21123.67,0
2355,10016.05,UPI,Network Error,1,23,0.9950493077264129,41479.35,1
2356,3870.93,Card,Bank Declined,4,13,0.07353733325699097,1793.43,0
2357,2060.54,UPI,Bank Declined,2,10,0.46154045206283456,29137.16,0
2358,3440.56,NetBanking,Bank Declined,3,15,0.8783853829301309,2293.85,1
2359,504.6,UPI,Bank Declined,0,21,0.8193795480657569,8032.89,1
2360,4485.71,Card,Expired Card,2,18,0.4711757129556081,9652.8,0
2361,1064.89,UPI,Insufficient Funds,3,6,0.6108485066734489,4192.65,0
2362,770.72,UPI,Bank Declined,2,5,0.6297061516628193,4179.18,1
2363,650.43,Card,Network Error,1,10,0.10982498301065569,3442.73,0
2364,9069.64,NetBanking,Network Error,1,3,0.28490409433964636,4720.75,1
2365,1588.8,UPI,Network Error,3,0,0.3009831611810966,2998.52,0
2366,13818.0,NetBanking,Expired Card,3,21,0.37812815053466853,24662.82,0
2367,1744.46,Card,Technical Error,1,8,0.27391753514597283,1862.21,1
2368,540.58,NetBanking,Network Error,1,12,0.2514984614613226,48916.31,1
2369,976.01,UPI,Insufficient Funds,3,7,0.3547855127184657,7090.32,0
2370,10257.98,UPI,Bank Declined,3,1,0.3792265079031819,997.44,0
2371,2550.65,NetBanking,Network Error,3,15,0.4872240567586613,17549.98,1
2372,1722.81,UPI,Technical Error,4,18,0.17353540214828955,5495.41,1
2373,3498.25,Card,Expired Card,4,7,0.7883366635189697,2458.19,0
2374,4923.54,UPI,Network Error,1,11,0.86066770037064,5760.08,1
2375,9112.47,UPI,Network Error,4,10,0.24816488349058174,3736.09,1
2376,12689.11,Card,Insufficient Funds,0,8,0.12330072711791507,29361.38,0
2377,2080.23,Card,Insufficient Funds,1,23,0.7223119812634452,3712.04,1
2378,791.52,Card,Insufficient Funds,0,9,0.9242451227229344,2155.09,1
2379,1971.47,UPI,Insufficient Funds,2,0,0.035148339172960674,3988.37,0
2380,3867.18,UPI,Bank Declined,0,18,0.0144359790343207,3003.37,0
2381,1137.11,UPI,Bank Declined,2,23,0.18342546138433657,23794.93,0
2382,1144.64,UPI,Network Error,0,16,0.6847924853079367,9908.8,1
2383,4203.98,NetBanking,Network Error,2,22,0.9647810078308917,1869.49,1
2384,2839.4,Card,Network Error,2,3,0.7503809551593262,2818.46,1
2385,3080.35,UPI,Bank Declined,1,11,0.5730326003652615,5191.25,0
2386,1396.19,NetBanking,Bank Declined,3,22,0.7005493928755477,1283.58,0
2387,2367.52,UPI,Expired Card,3,19,0.2306983112921892,2676.47,0
2388,1182.95,Card,Insufficient Funds,1,7,0.6885519480651205,11206.03,0
2389,7260.46,UPI,Expired Card,2,21,0.32144495347864255,49740.6,0
2390,8393.81,Card,Bank Declined,3,15,0.2224221328326783,1289.86,0
2391,470.51,UPI,Network Error,3,23,0.2365559985123017,123825.14,0
2392,1176.72,UPI,Insufficient Funds,0,0,0.6677877518561464,11788.73,1
2393,667.45,UPI,Insufficient Funds,4,8,0.7672257222002918,2605.99,1
2394,1556.16,UPI,Bank Declined,1,10,0.581802110558547,37319.31,1
2395,2742.33,UPI,Technical Error,4,11,0.06385526139255882,12312.8,0
2396,699.49,UPI,Bank Declined,2,8,0.038009333705462,18881.36,0
2397,1185.76,UPI,Network Error,0,5,0.21716685007817071,18496.79,0
2398,1092.3,Card,Bank Declined,3,8,0.28646870242398514,23749.83,0
2399,3667.51,UPI,Bank Declined,0,5,0.4048198928411846,2319.4,0
2400,3195.01,Card,Expired Card,1,5,0.07602807736940331,18161.37,0
2401,1448.47,UPI,Technical Error,2,19,0.7251587659423253,8547.62,0
2402,3557.53,NetBanking,Network Error,0,2,0.7114981587134916,14485.36,1
2403,1725.58,NetBanking,Insufficient Funds,0,2,0.34667759365763984,4124.13,1
2404,2271.84,UPI,Insufficient Funds,0,15,0.5630025243684105,4243.39,0
2405,15890.11,Card,Expired Card,3,1,0.10091594436889306,4539.8,1
2406,11389.66,UPI,Insufficient Funds,2,3,0.4152186428001058,16835.1,0
2407,812.75,NetBanking,Technical Error,3,8,0.8575647574800557,7448.96,1
2408,6834.46,Card,Bank Declined,0,6,0.6606224631215976,4725.96,1
2409,6710.28,UPI,Expired Card,3,2,0.1039437756738808,5783.64,0
2410,945.52,UPI,Bank Declined,3,23,0.8475780312173548,28303.56,0
2411,6760.0,UPI,Bank Declined,1,12,0.6806962294190494,13281.03,1
2412,13876.22,UPI,Network Error,4,13,0.4530562940859236,12814.85,0
2413,970.15,Card,Expired Card,4,8,0.6920910390131472,10576.3,0
2414,1190.94,UPI,Expired Card,1,0,0.17282025543031931,23666.11,0
2415,8247.47,UPI,Technical Error,1,11,0.5504864702725486,2813.66,0
2416,3910.79,UPI,Technical Error,3,0,0.6179270035655277,19653.21,0
2417,5174.39,UPI,Network Error,3,8,0.927744822943114,8746.39,1
2418,4190.56,UPI,Technical Error,2,6,0.06689171080164125,3187.76,0
2419,4405.88,NetBanking,Technical Error,4,2,0.37478271426084886,7948.79,1
2420,791.18,UPI,Bank Declined,3,3,0.9368147099309335,6157.21,0
2421,8495.72,Card,Network Error,2,6,0.21722105512859324,11399.26,1
2422,9600.69,UPI,Network Error,4,14,0.8132003283226635,19942.2,1
2423,2369.91,UPI,Network Error,2,23,0.0016055349594957802,2618.46,1
2424,2854.13,Card,Technical Error,2,23,0.02588406984748559,45140.67,0
2425,644.77,UPI,Bank Declined,1,0,0.3276228852531172,1509.16,1
2426,4985.33,UPI,Insufficient Funds,0,5,0.7685037108302726,3864.28,1
2427,5281.99,Card,Bank Declined,0,21,0.10414346923510909,58161.76,0
2428,2801.22,UPI,Insufficient Funds,0,4,0.3828536436281179,1835.42,0
2429,9176.06,UPI,Bank Declined,2,10,0.1314681687294954,4483.89,0
2430,2134.36,Card,Expired Card,3,16,0.22359356944140818,3721.12,0
2431,5242.77,Card,Network Error,0,2,0.5029941921285978,720.78,0
2432,1075.28,UPI,Technical Error,3,11,0.31913874195921177,7257.79,0
2433,2911.57,UPI,Insufficient Funds,4,19,0.21191264598008264,12631.56,0
2434,2504.0,UPI,Expired Card,0,9,0.39349698108692743,12593.26,1
2435,3734.27,UPI,Network Error,2,6,0.701054964273631,4469.63,1
2436,2060.02,Card,Insufficient Funds,1,14,0.1194181066009884,1115.39,0
2437,2613.71,NetBanking,Network Error,2,20,0.4795944453607578,4012.33,0
2438,6809.32,NetBanking,Expired Card,3,17,0.2747197086139396,3263.72,0
2439,1926.07,UPI,Insufficient Funds,4,18,0.37862087353995655,10373.72,0
2440,597.9,UPI,Network Error,2,0,0.821555178908193,4543.14,1
2441,17147.09,Card,Expired Card,1,21,0.9297299797044285,11956.25,1
2442,11866.26,UPI,Insufficient Funds,1,12,0.24297790512095974,1157.0,0
2443,818.72,Card,Network Error,4,23,0.6299709568294901,14876.76,1
2444,5941.45,Card,Bank Declined,0,3,0.6766772798671725,13158.25,1
2445,1802.67,NetBanking,Bank Declined,2,17,0.8424859989824327,2616.84,0
2446,3879.6,UPI,Network Error,2,11,0.8990424685011967,3822.94,1
2447,4000.7,UPI,Insufficient Funds,1,3,0.467991797534026,5671.85,1
2448,2358.05,NetBanking,Technical Error,3,3,0.9825756452485002,23091.04,1
2449,1361.35,Card,Insufficient Funds,2,4,0.970828973597063,5835.96,0
2450,1494.37,NetBanking,Bank Declined,1,18,0.5064679708384688,10957.11,0
2451,1192.5,UPI,Network Error,3,8,0.5420321206468842,7816.87,1
2452,1297.48,Card,Bank Declined,0,6,0.6677498395508988,19493.22,0
2453,2787.28,Card,Bank Declined,0,6,0.3738161442197936,9278.27,0
2454,1457.15,UPI,Technical Error,1,11,0.662043913910311,2266.71,0
2455,5896.13,Card,Expired Card,1,9,0.5142853936547086,6055.75,1
2456,13190.42,Card,Technical Error,0,19,0.0354367657772392,21454.31,1
2457,1668.94,UPI,Network Error,1,20,0.852728936676751,10908.07,0
2458,3787.28,UPI,Technical Error,4,12,0.9404458011570085,2321.47,1
2459,4913.22,Card,Expired Card,2,22,0.026229078546995854,46687.59,1
2460,4779.07,UPI,Bank Declined,4,5,0.7892618188072851,4308.47,0
2461,3216.2,NetBanking,Bank Declined,3,8,0.3858132609410273,20021.1,1
2462,6264.68,UPI,Insufficient Funds,1,18,0.5856318000289242,32613.51,1
2463,4828.3,UPI,Bank Declined,1,23,0.4999949469607158,22930.11,1
2464,864.66,Wallet,Expired Card,3,15,0.5513106508330471,3299.36,1
2465,7109.28,NetBanking,Network Error,2,10,0.49518630475808445,23802.67,1
2466,7239.38,UPI,Network Error,0,3,0.8533753714878757,10180.15,1
2467,1389.52,Card,Insufficient Funds,4,0,0.6835066846953113,2142.85,0
2468,3096.22,UPI,Insufficient Funds,2,20,0.41263725554582753,7394.83,0
2469,5903.67,UPI,Bank Declined,0,11,0.688568581150549,2968.33,0
2470,2417.98,UPI,Expired Card,0,3,0.9650478190838814,11934.91,0
2471,8716.54,UPI,Bank Declined,1,4,0.08030826205343267,17766.24,1
2472,31693.68,NetBanking,Technical Error,3,5,0.38808997155805713,24896.67,0
2473,1358.33,Card,Insufficient Funds,1,13,0.8704540323237958,7484.87,1
2474,749.16,Wallet,Network Error,3,0,0.7390551108114733,3227.95,1
2475,4039.27,Card,Network Error,1,7,0.9349288894483516,2425.3,1
2476,6133.76,UPI,Technical Error,4,14,0.039809887623239226,15912.71,0
2477,2366.42,Card,Insufficient Funds,1,11,0.8627756092127871,21391.49,1
2478,12749.67,Wallet,Insufficient Funds,4,18,0.7917987699548719,13970.88,1
2479,781.64,Card,Insufficient Funds,2,22,0.8150390160823727,3439.02,0
2480,5960.55,Card,Expired Card,2,6,0.5972627281121508,4263.54,1
2481,1626.42,NetBanking,Insufficient Funds,1,8,0.05191703512060575,4562.01,0
2482,16636.89,UPI,Insufficient Funds,2,10,0.5391299289508364,1800.02,0
2483,21862.22,Card,Network Error,0,22,0.407751136989867,13386.17,1
2484,1384.84,NetBanking,Network Error,4,7,0.527041752651845,7012.96,1
2485,1720.62,Wallet,Technical Error,3,3,0.740295973621342,33849.5,1
2486,7041.58,UPI,Expired Card,4,9,0.5959606345117608,3059.09,0
2487,2024.08,Card,Network Error,1,19,0.29256288985929024,6991.01,0
2488,2848.62,Card,Expired Card,2,9,0.5995073430704215,2326.97,1
2489,3057.61,UPI,Technical Error,2,7,0.08313844308102436,5527.94,0
2490,437.17,Card,Bank Declined,0,13,0.005365991217319843,17832.61,1
2491,2939.99,UPI,Expired Card,2,3,0.4015280272925481,8566.7,1
2492,1495.58,UPI,Network Error,1,19,0.7571863610907356,3080.73,0
2493,1820.52,UPI,Bank Declined,1,2,0.8226342309888385,1809.23,1
2494,12627.5,Card,Network Error,3,2,0.5498393133074954,5795.29,1
2495,848.52,UPI,Bank Declined,4,3,0.8680068862751051,9952.78,0
2496,6722.43,UPI,Insufficient Funds,4,11,0.12591485056277762,18400.65,0
2497,2255.3,UPI,Technical Error,4,17,0.9641058553017406,3840.45,0
2498,2253.5,UPI,Technical Error,3,18,0.9217603365078189,3743.91,0
2499,6570.68,UPI,Technical Error,3,10,0.5992372504977761,67734.86,0
2500,4188.3,UPI,Insufficient Funds,3,17,0.05872212403430299,7910.16,0
2501,5274.36,Card,Expired Card,0,13,0.4542028628088066,21029.06,1
2502,7849.34,Card,Insufficient Funds,3,10,0.17927296112248636,2285.57,0
2503,2140.28,UPI,Bank Declined,2,13,0.6284252684106753,11179.37,1
2504,1616.09,UPI,Bank Declined,0,21,0.18996519469027862,16954.3,1
2505,1007.12,Card,Insufficient Funds,2,2,0.48179766042413186,8585.13,0
2506,1305.82,UPI,Bank Declined,4,1,0.20562692686019002,1421.45,0
2507,56902.49,Wallet,Network Error,1,8,0.18184513032901872,3268.64,0
2508,10349.36,Card,Technical Error,4,7,0.24792357594204217,11700.78,0
2509,771.95,UPI,Expired Card,3,4,0.029196455515993036,1639.02,0
2510,794.36,UPI,Technical Error,1,8,0.7161149273798656,102021.59,1
2511,4826.45,Card,Bank Declined,4,4,0.3067263763500697,25329.65,0
2512,5152.64,UPI,Technical Error,0,20,0.6981080539383803,1795.34,1
2513,5160.99,UPI,Technical Error,3,12,0.653478218434347,10535.6,0
2514,2310.1,UPI,Bank Declined,4,10,0.0661126586231866,8741.57,0
2515,2629.49,Card,Technical Error,1,10,0.31203475812333403,24075.55,0
2516,4137.63,Card,Bank Declined,2,19,0.5668605333081277,667.18,0
2517,3248.32,UPI,Bank Declined,4,11,0.9184011939896083,9602.17,1
2518,323.99,Card,Network Error,0,18,0.40131971044850234,2435.45,1
2519,2368.95,UPI,Network Error,1,12,0.5047915452154143,12566.98,1
2520,1272.32,Card,Technical Error,4,8,0.7501588035003506,2730.77,1
2521,3551.81,UPI,Bank Declined,2,3,0.8032954738153629,31861.05,1
2522,58998.01,Card,Network Error,3,6,0.9233405036867612,11038.47,0
2523,4304.78,Wallet,Expired Card,3,4,0.49718943734457277,1336.42,0
2524,2178.67,UPI,Expired Card,3,6,0.1938379295018654,631.58,0
2525,7493.58,UPI,Insufficient Funds,1,7,0.7644212298010604,13337.09,1
2526,4830.42,UPI,Insufficient Funds,2,13,0.12557526460536994,4044.53,0
2527,4537.33,UPI,Network Error,2,23,0.4183423121726104,14381.41,0
2528,5469.0,UPI,Bank Declined,4,9,0.628213049852017,4189.04,0
2529,23307.81,NetBanking,Insufficient Funds,3,5,0.6918561864370739,26997.83,0
2530,962.09,NetBanking,Bank Declined,1,4,0.733027717215927,22230.86,0
2531,4786.87,UPI,Technical Error,3,14,0.1935323915404188,12481.07,0
2532,1180.41,Card,Technical Error,3,15,0.9816492013720507,3296.99,1
2533,5195.32,Card,Bank Declined,4,1,0.17841857661896,4509.33,1
2534,1189.53,Card,Bank Declined,4,14,0.09607340525621655,6253.98,0
2535,1963.79,UPI,Network Error,4,7,0.6640504019288651,2836.3,0
2536,2219.22,UPI,Insufficient Funds,0,20,0.909999999856586,15700.11,0
2537,7909.48,UPI,Network Error,0,23,0.5593837164993627,5850.07,1
2538,7468.54,UPI,Insufficient Funds,1,21,0.5954824345147394,6755.9,1
2539,857.72,Card,Bank Declined,1,23,0.538484747934319,4816.21,1
2540,3149.3,Card,Bank Declined,4,12,0.04274819409288921,7958.2,0
2541,1466.19,UPI,Network Error,2,16,0.6813115724933623,9657.39,1
2542,846.83,UPI,Network Error,1,14,0.35819912054347325,4685.1,0
2543,2399.42,NetBanking,Bank Declined,0,13,0.9356737953134526,6395.76,1
2544,2189.69,Card,Insufficient Funds,0,18,0.18679004754861384,5086.35,0
2545,33749.35,NetBanking,Bank Declined,3,12,0.3021157817162806,5099.3,1
2546,4596.08,UPI,Network Error,4,20,0.5048547488820471,8271.59,0
2547,751.73,Card,Insufficient Funds,2,6,0.47735504361900916,627.77,1
2548,1694.64,Card,Insufficient Funds,4,7,0.4003047416794543,32944.45,0
2549,8278.22,NetBanking,Network Error,0,6,0.3144029376872882,17377.61,1
2550,24063.29,UPI,Technical Error,2,18,0.14718473659918352,9513.62,0
2551,610.34,UPI,Bank Declined,1,14,0.8209218728736056,18719.5,0
2552,454.9,UPI,Bank Declined,3,6,0.44876978727218453,2086.56,1
2553,19360.02,NetBanking,Expired Card,0,16,0.5729565590990584,1412.95,1
2554,4401.12,NetBanking,Expired Card,3,20,0.5465528636357679,1225.18,0
2555,1251.01,Wallet,Bank Declined,4,17,0.5754889466482039,12491.03,0
2556,5087.94,Wallet,Technical Error,2,18,0.7048403718446835,9332.07,0
2557,213.63,UPI,Network Error,4,2,0.6293809950402374,11610.08,0
2558,2991.04,UPI,Expired Card,3,23,0.27390291739856454,20655.57,0
2559,4137.39,UPI,Bank Declined,0,21,0.5537099260326105,754.44,1
2560,7512.1,UPI,Technical Error,3,6,0.24451290554094618,2437.4,0
2561,1081.5,NetBanking,Technical Error,0,20,0.588836459908135,4216.76,1
2562,3247.65,NetBanking,Bank Declined,3,9,0.43193462020243134,15765.61,1
2563,1181.54,UPI,Technical Error,4,6,0.039418378296590784,9403.3,0
2564,3848.29,Card,Bank Declined,3,10,0.7339856873683006,112823.62,0
2565,1217.62,NetBanking,Insufficient Funds,1,2,0.27466641773699496,2715.88,1
2566,1982.07,UPI,Bank Declined,4,20,0.9201943551338169,13661.11,1
2567,1101.23,UPI,Expired Card,3,21,0.2805572416618366,20957.47,0
2568,5716.64,UPI,Network Error,3,8,0.9966227431351713,35056.41,1
2569,7033.58,UPI,Network Error,2,3,0.46295116780712287,6600.42,0
2570,2357.55,Card,Network Error,4,7,0.02640731958905307,2203.35,0
2571,3097.15,UPI,Insufficient Funds,2,23,0.07626898183651243,15616.21,0
2572,700.23,UPI,Bank Declined,4,21,0.0820880157305689,10848.63,0
2573,2209.06,Wallet,Technical Error,0,11,0.056214421006794635,14408.1,1
2574,2834.99,Card,Expired Card,4,7,0.2677893996705798,31273.8,0
2575,40978.1,UPI,Insufficient Funds,4,14,0.3245888291499839,6389.47,0
2576,980.47,Wallet,Bank Declined,3,13,0.11128586410051067,2868.13,0
2577,12889.62,UPI,Insufficient Funds,1,4,0.43813148480138653,14280.4,0
2578,8077.67,UPI,Insufficient Funds,4,16,0.3653508216842545,11026.75,0
2579,3946.71,NetBanking,Bank Declined,2,19,0.6363239958202985,5899.67,0
2580,17302.75,UPI,Network Error,1,10,0.1958645595018137,2947.8,0
2581,4324.73,Card,Insufficient Funds,4,21,0.9139854902173401,11407.61,0
2582,4399.12,UPI,Insufficient Funds,1,14,0.5159907788077632,19081.58,0
2583,2826.74,UPI,Technical Error,0,12,0.6237330394828174,1650.27,1
2584,10133.16,Card,Expired Card,1,3,0.03952033840042335,8466.67,0
2585,8923.73,UPI,Bank Declined,0,21,0.5590886988673518,14617.37,1
2586,1594.51,Card,Network Error,1,12,0.36810020451165004,49033.99,1
2587,796.92,Card,Bank Declined,1,12,0.9241720488153283,8662.86,0
2588,2433.34,NetBanking,Expired Card,2,10,0.8856433155478565,38362.79,1
2589,1339.38,Card,Network Error,2,4,0.6376487000217169,18739.83,0
2590,2797.48,UPI,Technical Error,3,13,0.7678513508057419,19126.0,0
2591,10274.68,NetBanking,Insufficient Funds,1,21,0.6445931571159427,3620.4,1
2592,1886.91,Card,Network Error,0,2,0.016968111607436942,96478.57,0
2593,2856.0,Card,Network Error,1,17,0.7031265446731676,8625.69,1
2594,3159.04,NetBanking,Bank Declined,4,2,0.1770907638436947,9932.26,0
2595,6963.45,Card,Bank Declined,0,5,0.6825709549702197,8264.35,1
2596,315.17,UPI,Network Error,4,7,0.010506784230170818,28000.73,0
2597,1625.06,Card,Technical Error,3,23,0.31090680839240836,57446.89,0
2598,3682.27,UPI,Insufficient Funds,4,20,0.5169279790741825,15671.89,0
2599,9897.91,UPI,Network Error,3,16,0.3331706003607783,5520.53,0
2600,1822.74,Card,Insufficient Funds,3,0,0.6939872520300648,44284.06,1
2601,456.44,UPI,Insufficient Funds,3,6,0.5227095387504458,2294.6,0
2602,5539.79,UPI,Network Error,4,17,0.9596673809616852,4041.22,0
2603,1579.14,UPI,Bank Declined,3,3,0.3578124235109036,2022.58,1
2604,907.17,Card,Bank Declined,3,9,0.7218593315507839,5614.0,0
2605,1596.64,UPI,Bank Declined,2,4,0.8358416644219926,22117.16,0
2606,2478.66,Card,Network Error,1,7,0.25361778710947536,6482.86,0
2607,1628.24,UPI,Bank Declined,3,12,0.7541314757949205,8594.54,1
2608,328.47,UPI,Expired Card,0,16,0.3933139999829951,11664.88,0
2609,7310.49,UPI,Bank Declined,0,20,0.12872715163324644,6447.64,1
2610,10666.63,Card,Technical Error,2,3,0.003647077432513357,2652.61,0
2611,5718.84,UPI,Bank Declined,4,9,0.743757552637125,1550.04,0
2612,955.58,Wallet,Network Error,4,20,0.18624407887843775,29925.12,0
2613,2436.96,NetBanking,Network Error,4,7,0.05119363421032552,4293.74,0
2614,2961.58,NetBanking,Bank Declined,3,9,0.4972090875396412,4082.8,0
2615,5425.12,NetBanking,Bank Declined,4,12,0.3466980346294162,1818.42,0
2616,5815.84,UPI,Bank Declined,4,11,0.6918067044767163,7062.95,1
2617,1430.57,Card,Insufficient Funds,1,20,0.10736429539087522,13940.74,0
2618,3235.68,Card,Insufficient Funds,3,12,0.13265316963019746,5629.27,0
2619,4709.23,Card,Technical Error,3,9,0.40410770830060105,11509.54,0
2620,12782.37,NetBanking,Technical Error,0,20,0.5204081715689189,1123.07,1
2621,6030.03,Card,Bank Declined,0,0,0.8241939187216226,9609.66,1
2622,6562.04,Wallet,Bank Declined,1,8,0.5856251909349395,5382.7,0
2623,3241.61,UPI,Insufficient Funds,2,2,0.9025974451459821,1919.71,1
2624,12215.48,NetBanking,Insufficient Funds,3,16,0.2177678361383587,1606.14,0
2625,4490.7,Card,Technical Error,0,20,0.5962195159983843,3430.76,0
2626,1260.06,Card,Network Error,4,9,0.6552384097925982,2405.48,1
2627,12129.19,UPI,Insufficient Funds,3,18,0.7258050517153206,11466.98,1
2628,5990.34,Card,Bank Declined,3,5,0.9886506982286623,12520.96,0
2629,1914.01,NetBanking,Technical Error,3,6,0.4680338224120937,9622.36,0
2630,1845.5,UPI,Insufficient Funds,0,10,0.36931957986289454,11805.39,0
2631,4010.12,Card,Bank Declined,1,15,0.852206675153828,1684.99,1
2632,4737.12,UPI,Network Error,0,3,0.17679090508531548,13466.96,1
2633,3631.1,Wallet,Network Error,4,3,0.03702809727977274,15783.76,0
2634,4069.64,UPI,Bank Declined,4,17,0.44358905353133316,10656.28,1
2635,16316.91,UPI,Technical Error,2,17,0.24720585453660215,7345.83,0
2636,8704.05,UPI,Insufficient Funds,0,6,0.3965254012550907,3856.48,0
2637,3607.01,Card,Technical Error,0,10,0.9860833114463208,11369.23,1
2638,7641.2,UPI,Insufficient Funds,2,4,0.34848823021925246,5528.64,1
2639,1061.54,Card,Network Error,2,20,0.7079657083933802,20390.21,1
2640,4437.86,NetBanking,Technical Error,3,17,0.250402009750465,10692.92,0
2641,18202.36,NetBanking,Bank Declined,3,6,0.3034229437661755,6848.7,0
2642,2396.95,UPI,Technical Error,4,1,0.2431551934602577,5751.87,1
2643,1277.12,Wallet,Technical Error,1,4,0.572160870225751,6914.64,1
2644,1552.95,Card,Insufficient Funds,4,4,0.2261085861964337,6948.06,0
2645,1002.62,UPI,Technical Error,0,18,0.7183641026617654,7496.27,1
2646,1360.0,UPI,Expired Card,1,1,0.6802741985357638,2226.27,1
2647,2058.0,UPI,Network Error,3,18,0.4212696759894029,10286.27,0
2648,731.01,NetBanking,Insufficient Funds,2,4,0.02557702103780546,9607.8,0
2649,3027.88,UPI,Insufficient Funds,2,11,0.022651132226368165,2494.21,0
2650,7348.69,UPI,Bank Declined,4,12,0.5328068171089332,10201.01,0
2651,1202.6,Card,Insufficient Funds,0,21,0.8391988285566904,8009.78,1
2652,13619.85,Card,Network Error,0,19,0.5988736713759897,3532.73,1
2653,4968.1,Card,Insufficient Funds,2,6,0.43565046158507426,14858.45,0
2654,8354.71,Card,Insufficient Funds,4,1,0.8821188334824924,30917.87,1
2655,1544.05,UPI,Bank Declined,4,21,0.196995449026778,4569.93,1
2656,7006.02,NetBanking,Bank Declined,3,13,0.3594244293163037,8999.57,0
2657,1000.31,UPI,Network Error,3,4,0.5653094518706133,28249.51,0
