transaction_id,customer_id,customer_success_rate,customer_lifetime_value,amount,payment_method,failure_reason,retry_count,transaction_hour,recovered
2414,11289,0.7424567851001097,9042.642485866903,1060.389044684232,UPI,Insufficient Funds,1,0,0
2415,12181,0.7648503992167947,3845.7406307687256,5156.377047659773,UPI,Network Error,0,22,1
2416,12511,0.5879141219817952,2730.15914246302,2702.2575768218103,Card,Technical Error,2,17,0
2417,11624,0.4135362386917447,11056.845960976654,24896.522415899624,Card,Expired Card,1,3,0
2418,11771,0.6002705829350975,8340.286508549747,642.8489807742232,Card,Technical Error,0,7,1
2419,11155,0.6654135541790329,7765.70214179427,1248.1039796031134,Card,Bank Declined,2,18,0
2420,12788,0.7091736799491646,10692.363481992652,3017.0221618557994,Card,Technical Error,1,1,1
2421,11057,0.8097818761204019,5028.515424100701,5796.510412390933,Card,Insufficient Funds,2,9,0
2422,12130,0.7744391838537339,14487.156549686752,5539.974569353516,Card,Bank Declined,2,3,0
2423,12976,0.5581253371460367,3790.635658475328,3243.786483772268,UPI,Bank Declined,2,10,0
2424,11155,0.6654135541790329,7765.70214179427,4240.312982285268,UPI,Expired Card,0,3,0
2425,12913,0.60978583985786,8496.84512941306,3355.760317922108,UPI,Bank Declined,3,2,0
2426,10203,0.9427988280363945,31490.23821951265,8513.13545255784,NetBanking,Insufficient Funds,0,21,1
2427,11822,0.805651927054663,7006.7726826495555,1709.1390374901507,NetBanking,Insufficient Funds,1,20,1
2428,11359,0.6692451699044476,17490.412370362654,1914.1120269164849,UPI,Technical Error,0,18,1
2429,10961,0.8241947044506036,11212.364250852892,5939.813305218482,UPI,Bank Declined,1,5,0
2430,12544,0.7353986214134611,6237.223202294001,14361.982301779459,NetBanking,Expired Card,2,23,0
2431,10441,0.7267807354385988,10955.769225698925,1580.9030851217228,UPI,Network Error,0,3,1
2432,12875,0.6784147168392513,12996.064437540774,3794.0242993494944,UPI,Bank Declined,3,13,0
2433,11315,0.7706175957597006,40414.148239546994,2041.7713224779056,UPI,Technical Error,1,15,1
2434,11148,0.43475124132224313,4201.804998347447,5191.4368579803795,UPI,Bank Declined,0,6,0
2435,11686,0.4282557755727728,3861.7341696787817,577.5096353262098,UPI,Technical Error,2,6,0
2436,10870,0.639999331293007,10786.608744138599,2109.647870470119,UPI,Technical Error,0,4,0
2437,11198,0.861456552614254,5245.536733071963,1678.7269706302766,Card,Technical Error,0,3,0
2438,11907,0.6567751026641774,44829.68690915868,2116.768740992318,Wallet,Expired Card,0,22,0
2439,11515,0.8419447607015446,9114.363632330871,235.36043459233738,UPI,Technical Error,2,21,0
2440,12916,0.782851066995825,10386.506395953193,22571.597059019627,UPI,Technical Error,1,22,1
2441,10079,0.4080492001622374,14262.889592342797,246.11637223065284,UPI,Expired Card,1,20,0
2442,12859,0.943467610797221,12567.749167361453,4799.210335870597,Card,Insufficient Funds,3,10,0
2443,12962,0.6504758827324603,6890.205986073667,817.3612982282457,Card,Expired Card,2,15,0
2444,11328,0.6225348179870022,1536.368579355349,858.586011659152,UPI,Insufficient Funds,0,7,0
2445,11367,0.8333070047928025,9734.729522858319,3422.1450638343103,UPI,Insufficient Funds,1,20,0
2446,10569,0.41532096651053724,2905.349439666091,5950.5980664982835,Card,Technical Error,2,22,0
2447,11114,0.4921801492023688,15405.015095309187,1016.9103983026417,NetBanking,Bank Declined,2,4,0
2448,12909,0.4676149064239334,1075.5878795066226,984.3144831646031,UPI,Bank Declined,1,14,0
2449,12216,0.7674511977999099,10203.360620333035,816.5597676027164,UPI,Bank Declined,1,10,0
2450,12283,0.8347734591276759,11083.151780965098,3694.893627548711,Card,Insufficient Funds,0,11,1
2451,10398,0.6146754072987552,45936.208181334885,1046.079879261938,UPI,Insufficient Funds,0,21,1
2452,12635,0.4057557872553424,11004.203953894954,10815.247194966558,UPI,Insufficient Funds,2,23,0
2453,10820,0.6838738746565876,6047.85977487092,940.3165040063278,NetBanking,Network Error,0,2,0
2454,12524,0.8999886565497437,16089.096606521189,5124.564512969145,UPI,Technical Error,0,14,0
2455,10844,0.9173948972215867,2525.095160669455,13970.100973642177,NetBanking,Technical Error,1,15,1
2456,12632,0.6364739988119342,8592.876203447351,3193.334234813803,Card,Bank Declined,2,14,0
2457,12662,0.7369871539113974,2051.420825246994,497.5204658452231,UPI,Expired Card,0,6,0
2458,12653,0.7098876115412166,3940.5987550725918,4447.372188693147,Card,Bank Declined,0,16,0
2459,12825,0.843489648379726,8131.4635213423535,2330.136015009998,Card,Insufficient Funds,1,4,0
2460,11276,0.8905320468840114,11553.27874895665,2859.372807817912,UPI,Expired Card,2,7,0
2461,10357,0.7784408777204811,1715.6696197646356,14560.167951132358,UPI,Network Error,3,8,1
2462,11422,0.5251091728145484,4961.446118794959,3138.7333034037406,Card,Expired Card,0,0,0
2463,10520,0.5917604964387113,8429.711922624225,4981.231414795674,Card,Bank Declined,1,2,0
2464,12572,0.44648322765022047,17940.945215997584,1537.5554197573708,Card,Technical Error,2,0,0
2465,10392,0.40767942366030396,4808.722799146179,2251.572722427048,UPI,Insufficient Funds,3,15,0
2466,11666,0.7106889630751853,2247.349936985355,9165.392702700865,Wallet,Expired Card,3,10,0
2467,11395,0.7982505182273566,4023.4602803861826,3416.348030028607,Card,Insufficient Funds,2,23,0
2468,12200,0.6717240429488728,4705.035266553933,3965.7865699071685,Card,Insufficient Funds,1,3,0
2469,10892,0.5645199939801356,6539.122557634706,8112.099323167167,Card,Insufficient Funds,1,1,0
2470,10983,0.8662519002826246,13632.135754818994,15217.430605436039,UPI,Network Error,0,3,1
2471,12527,0.7691837492533959,10775.82699883217,938.3974777900759,Wallet,Bank Declined,2,9,0
2472,10582,0.6442034951250735,7185.780910899388,1823.3667682882958,UPI,Expired Card,1,17,0
2473,11955,0.6636383107225498,2274.920043176404,12811.204198521626,Card,Expired Card,1,16,0
2474,12904,0.7422337900974019,4006.5033522910503,21861.78487539733,UPI,Technical Error,0,12,1
2475,10019,0.6985961275834864,10153.402587094075,2293.9818110655406,NetBanking,Technical Error,2,7,1
2476,12640,0.8620581833719254,17006.769988944397,3910.160896548959,Card,Expired Card,0,11,0
2477,11973,0.6356292960912789,3296.374928637655,4235.197992888126,Card,Expired Card,2,9,0
2478,12275,0.6636898095273572,3803.3024476194564,3767.9454036049806,Wallet,Expired Card,0,0,0
2479,10018,0.6830586537929982,6752.725612470059,3818.4065564995844,Wallet,Expired Card,1,10,0
2480,12491,0.682363262072617,12201.730197495011,11670.941367066107,UPI,Bank Declined,2,14,0
2481,12415,0.73927869806774,9195.397054507359,492.38303690549674,UPI,Insufficient Funds,0,17,0
2482,12946,0.5893670457413082,7392.511375870405,1548.0459085400025,Card,Network Error,0,9,1
2483,11642,0.5753883573920622,17066.982399349832,5646.207046363467,Wallet,Insufficient Funds,0,16,0
2484,10888,0.867082967373997,9521.114292927452,1814.8705820699017,UPI,Insufficient Funds,1,19,1
2485,11883,0.389367019341667,39548.423921399306,3969.7963948477764,UPI,Technical Error,0,17,0
2486,10725,0.6184831157818559,1428.359031978712,8835.843961068387,Card,Network Error,2,17,1
2487,10146,0.9058138701460797,4432.96567551416,14766.687813661118,UPI,Technical Error,2,11,0
2488,11716,0.7560577141463901,4599.200005437161,3934.1360544781,Card,Expired Card,1,16,1
2489,11527,0.3587477951202497,6366.867113100462,13220.228049763695,UPI,Technical Error,3,20,0
2490,12477,0.9103612411206677,5783.880840830616,3435.3129205988976,Card,Bank Declined,1,9,0
2491,10847,0.6564494342461509,1534.3308273660862,2200.55744927186,Wallet,Bank Declined,1,10,0
2492,11463,0.880212912612839,13513.3640258572,637.072296988231,Card,Bank Declined,2,20,1
2493,12245,0.8408773948199239,3561.43020255968,1093.0317201157175,UPI,Bank Declined,0,12,1
2494,11310,0.7751604248572042,3325.564272754902,2995.0492692566345,Card,Insufficient Funds,1,16,0
2495,10564,0.9055494790817507,5437.348756710417,3058.407238650772,UPI,Bank Declined,0,15,1
2496,10368,0.7328231728112253,6668.168368860083,3749.7404488180687,NetBanking,Technical Error,0,2,1
2497,11263,0.5315506943654371,7089.0817495861575,18704.019381616716,Card,Technical Error,4,11,0
2498,12849,0.6368664074754518,5520.404876445646,6317.809515534917,Card,Network Error,0,8,0
2499,11310,0.7751604248572042,3325.564272754902,6663.939403454572,Wallet,Expired Card,0,16,0
2500,12747,0.9135550938517434,8936.160922570883,18545.422074758237,UPI,Bank Declined,1,20,0
2501,12565,0.5561815751887896,11775.341896534661,2087.1472891670687,Wallet,Network Error,0,20,1
2502,11818,0.8123308796621141,7686.686714893041,1792.0046623422916,UPI,Insufficient Funds,1,13,0
2503,12822,0.7656443113863661,9748.6660067507,10121.894163201288,Card,Expired Card,1,11,1
2504,12608,0.7827588410574703,17607.04228712735,4845.632907837159,UPI,Bank Declined,2,3,1
2505,11887,0.7552255021907536,1923.9430243305887,2851.6520952254227,UPI,Insufficient Funds,4,21,0
2506,10059,0.8674180959719375,25998.092789232236,2805.790648536316,Card,Insufficient Funds,0,7,0
2507,10544,0.575935909738123,5186.307279730286,2509.980663950082,UPI,Technical Error,1,8,0
2508,12350,0.5982365933195812,6636.103629653764,2694.5954441326726,UPI,Insufficient Funds,1,22,0
2509,11267,0.8332971892840855,7396.896860105964,2972.643571570013,UPI,Expired Card,1,16,0
2510,11707,0.5841880309267593,5908.677987486796,2213.9755506380793,Card,Bank Declined,1,15,1
2511,11230,0.8773977540508241,4567.187526998803,5194.790242166159,UPI,Bank Declined,0,18,0
2512,12330,0.7256829219305284,2476.2934820936953,6288.90125368812,Card,Bank Declined,0,13,0
2513,12525,0.5668568093967135,18110.74740888531,1694.7912957039339,Card,Bank Declined,1,1,1
2514,11045,0.45487735568871557,4938.45747028302,7351.2134861265795,UPI,Network Error,0,8,0
2515,10558,0.6681106398506383,6704.881663535267,835.9996119696593,UPI,Network Error,2,9,1
2516,12396,0.8291640754993903,12422.834805313414,4933.269902579513,Card,Bank Declined,1,19,0
2517,11512,0.9356733522018038,23299.667610357264,5186.175095852185,Card,Bank Declined,2,4,0
2518,11967,0.812164842258679,5545.103979799474,2741.5245515602446,Card,Bank Declined,1,1,1
2519,10669,0.644838058773966,25109.95806238549,3157.037966718375,Card,Bank Declined,2,21,0
2520,10257,0.7793172312327415,11566.200784004019,2360.264767880431,UPI,Network Error,1,19,1
2521,12702,0.8233833906879529,4367.006630899995,1794.260661370948,Card,Network Error,1,15,1
2522,11070,0.9107100114656906,4723.995668935472,2982.4664403468937,UPI,Insufficient Funds,3,6,0
2523,11050,0.5293713158772221,7841.6925280463665,1726.239612701334,UPI,Technical Error,1,15,1
2524,11050,0.5293713158772221,7841.6925280463665,9316.420453320668,UPI,Technical Error,1,1,1
2525,12004,0.7797059134315301,2580.965225083289,364.1106464271244,NetBanking,Bank Declined,0,19,0
2526,10144,0.8214445547412087,17230.092996285017,2605.614795024243,Card,Network Error,1,2,0
2527,12634,0.6430416694964608,3220.7768824216873,445.51823366849356,Wallet,Expired Card,2,6,0
2528,12569,0.715531937384741,10087.310635704409,1028.8020735730247,Wallet,Insufficient Funds,1,10,0
2529,10800,0.6036222492776528,2619.5018678395295,1674.3678763904527,Wallet,Technical Error,3,4,1
2530,11485,0.8571038917172198,11284.627665755568,11379.711810102941,UPI,Network Error,1,20,1
2531,12429,0.771799852848559,14540.102319334977,9449.159732701677,Card,Network Error,2,17,1
2532,12823,0.5165227946897217,2148.46740621557,3205.7213738595306,UPI,Technical Error,1,3,0
2533,10672,0.6749594148007216,3026.513009183937,3177.5402458753597,Card,Network Error,1,10,1
2534,10326,0.9011647553058791,4303.727968800928,8412.619812471052,UPI,Insufficient Funds,1,20,0
2535,11414,0.765602785768004,24590.235313089885,9240.530399432297,UPI,Expired Card,1,10,1
2536,10629,0.6861641635969196,12355.195416220951,1677.7396226697165,Card,Technical Error,2,9,0
2537,12019,0.7881628121748192,9842.227178588926,5841.610690133665,Wallet,Network Error,1,10,0
2538,12131,0.6478650540758139,7893.371522193364,1145.4483492765485,Card,Bank Declined,1,18,0
2539,12193,0.6666040994888776,28533.50631941807,2019.3562966828915,UPI,Network Error,1,21,1
2540,12028,0.5164659730212652,9395.230214267465,5400.267300857359,Wallet,Technical Error,1,6,0
2541,11194,0.7148007657853747,20545.159833969017,1544.2602665878494,UPI,Insufficient Funds,3,16,0
2542,12024,0.6729445778409031,14591.481163195973,2090.1886405869245,Wallet,Expired Card,0,6,1
2543,11357,0.6011684622713934,12168.78357562312,567.5130519706936,NetBanking,Insufficient Funds,1,1,0
2544,12471,0.7810438224208868,12377.311470163913,4678.912488343746,Card,Network Error,0,23,0
2545,11549,0.7496240736820313,4930.977921132341,1233.2889086014395,Card,Bank Declined,0,3,0
2546,12708,0.734022520673012,2734.193944488942,1311.422938792887,Card,Technical Error,2,20,0
2547,12810,0.8122142378795831,28127.189044469986,11559.191227638832,Card,Insufficient Funds,0,9,1
2548,10568,0.6164245582132069,15149.251614933537,1499.1649859850627,UPI,Network Error,1,19,1
2549,12394,0.8628939083332497,16883.285979009266,6326.399499174433,Card,Expired Card,0,23,0
2550,11945,0.6634273673039246,6197.578707685252,8948.384976119682,UPI,Network Error,1,20,1
2551,10346,0.5297522248569292,3599.7799333925773,7459.909014004695,Card,Insufficient Funds,0,14,0
2552,10407,0.5797317035543956,27633.95841549363,2323.528160778946,Card,Insufficient Funds,2,13,0
2553,10132,0.7743799316485989,3368.3092264338716,1944.585780902348,UPI,Network Error,0,18,1
2554,10613,0.9233276291343403,13068.285613436825,1195.935024302506,NetBanking,Insufficient Funds,1,23,0
2555,10105,0.648162084598382,1207.30825037517,512.0860115395196,UPI,Insufficient Funds,2,4,1
2556,12218,0.8224677019546167,8420.177403866996,6452.533358367975,Card,Bank Declined,3,16,0
2557,12687,0.6626138027152102,17718.20935105994,5867.559090763549,UPI,Insufficient Funds,0,9,1
2558,10261,0.8184996629705511,13723.174905327276,4802.899219707655,UPI,Insufficient Funds,4,8,0
2559,10493,0.7272604953480145,15286.359311093785,174.49053808615665,UPI,Network Error,1,4,0
2560,11474,0.8836120415204488,1804.2514575974426,2496.852695427617,UPI,Bank Declined,1,21,0
2561,12950,0.6055231330887343,3411.3852574081957,5594.484474961913,UPI,Insufficient Funds,1,17,0
2562,10289,0.7964380983481751,2832.300060116824,10791.921467249656,UPI,Network Error,0,9,1
2563,11868,0.6935826404425126,5969.921667223865,4019.50728639758,Card,Bank Declined,2,9,1
2564,11337,0.7003664556158931,2962.781048870771,3618.7810301204845,Card,Insufficient Funds,0,19,0
2565,12132,0.9597567467729449,4396.425115047474,1511.9529758604558,Card,Technical Error,2,1,1
2566,11438,0.6638151039184023,13134.274419607624,4352.7172829920955,Card,Network Error,2,20,0
2567,11352,0.685331823409589,6097.709919850105,2352.3424810653023,NetBanking,Insufficient Funds,0,17,0
2568,10044,0.6390157022725876,16664.516359104073,1437.462448236028,UPI,Network Error,0,17,0
2569,10814,0.6590594629801926,19483.762590279457,936.8982673297497,Card,Expired Card,1,21,0
2570,12380,0.7598621458250567,2311.2675880712522,1157.8082703404557,NetBanking,Expired Card,4,18,0
2571,10464,0.7391798791592264,6219.314827787893,4125.409746705323,UPI,Network Error,3,14,0
2572,10199,0.7294574594729709,19621.5765058944,744.0606401670975,Card,Insufficient Funds,0,3,0
2573,10328,0.6982493097972057,1700.3320136525015,2221.39849465332,Card,Network Error,0,14,1
2574,12287,0.6387521276640346,18390.758087465656,11023.77220357086,UPI,Insufficient Funds,1,19,0
2575,11907,0.6567751026641774,44829.68690915868,710.4379440237135,UPI,Bank Declined,0,5,1
2576,10797,0.7351426748008392,3792.4509094576506,4671.603978684117,NetBanking,Expired Card,1,0,0
2577,10701,0.7323231923043029,1535.827108844003,5152.202030210085,Card,Network Error,0,12,1
2578,12630,0.7185980822457191,5777.10126139448,2227.662733771236,UPI,Network Error,0,21,1
2579,12704,0.6899295627751614,44715.0586823868,5553.2309279166775,NetBanking,Insufficient Funds,2,22,0
2580,12021,0.6732536649863907,4627.0585937306405,2469.9729673277147,Card,Insufficient Funds,1,3,0
2581,11924,0.7275279653399214,5293.773004729749,6602.983095314429,UPI,Expired Card,2,2,0
2582,12768,0.7731160662292357,1786.1037360604091,1024.4555302003073,Card,Bank Declined,1,16,1
2583,12407,0.7707029043899147,8341.317498955967,19713.31732692776,Card,Bank Declined,3,6,0
2584,11401,0.5034723488986304,6450.058117707904,12547.172074617329,UPI,Network Error,2,22,0
2585,12432,0.9256275977210369,12994.167430396443,320.6285811578338,Card,Technical Error,1,7,1
2586,12846,0.648300496560423,6119.04546776362,9627.943397775942,UPI,Bank Declined,0,16,1
2587,12412,0.5587066470912909,9013.76846711008,1674.014557119049,UPI,Network Error,1,19,1
2588,12119,0.7022379842275446,5069.706600131571,12487.829635211488,UPI,Bank Declined,5,9,0
2589,12551,0.8472902977909723,22368.58992589678,8175.273924327953,Wallet,Network Error,1,18,1
2590,11437,0.6897566353407569,19700.711704587884,1005.0903674220351,NetBanking,Insufficient Funds,3,13,0
2591,10126,0.5986961319940816,5306.095004164519,5298.003393940246,Card,Network Error,3,3,1
2592,11510,0.4659392017012844,3842.976251762931,1479.052581977278,Card,Insufficient Funds,1,5,0
2593,11620,0.5961310160975286,25504.74153732448,5105.319753143499,UPI,Technical Error,1,13,1
2594,10481,0.7312549115089307,6264.594468589847,3121.3966039317934,Card,Network Error,0,7,1
2595,11335,0.7585243175730019,19682.87276162931,1437.2831214272924,UPI,Expired Card,1,12,0
2596,10282,0.6331185288036992,2551.0814917505786,782.9107615122598,Card,Network Error,2,19,1
2597,12121,0.6598435996309415,19775.526061340857,3752.106457078802,NetBanking,Insufficient Funds,2,14,0
2598,12820,0.6268526415355977,33808.56196547318,4741.327346660889,UPI,Network Error,1,17,0
2599,12394,0.8628939083332497,16883.285979009266,2545.68091624986,Card,Technical Error,1,21,1
2600,12044,0.493773749387548,18258.066813716145,1374.5408554798285,Card,Bank Declined,3,20,0
2601,12371,0.7065039615553584,10228.930391408685,1838.6482050237296,UPI,Network Error,0,3,0
2602,10238,0.6512297820011249,14700.307437166972,996.0235488676408,Card,Insufficient Funds,0,20,0
2603,11420,0.5881064725329916,16599.697935557808,6223.594254728995,Card,Technical Error,1,10,0
2604,12384,0.9155764573869551,3323.880742514041,344.0093767665323,NetBanking,Expired Card,1,8,0
2605,10340,0.8710702206077708,679.5849718897348,7721.198252293772,UPI,Bank Declined,0,13,0
2606,12993,0.6376131662138037,16857.176618574158,2762.97247487083,UPI,Technical Error,1,11,0
2607,10891,0.5999707406684562,8799.572621420464,5022.290641657924,Wallet,Insufficient Funds,1,18,0
2608,11486,0.8720571440543093,7907.2620274308665,5540.035147672161,Card,Insufficient Funds,0,11,0
2609,10461,0.7247973234277703,30155.81987734727,3351.9309708371384,Card,Network Error,0,7,1
2610,11316,0.7839759347365448,20747.469459322052,2018.2191917841699,UPI,Bank Declined,1,1,0
2611,10797,0.7351426748008392,3792.4509094576506,9010.384238419656,UPI,Network Error,1,0,1
2612,10732,0.6344012438293314,14011.865425352986,536.2930416395719,Wallet,Network Error,1,10,1
2613,10161,0.6582390720412558,8718.79670849167,10957.646112141187,UPI,Insufficient Funds,1,15,1
2614,12495,0.8674353995684156,5266.903397461483,969.3973721270032,Wallet,Insufficient Funds,2,21,0
2615,11478,0.8128618064588389,11489.712003234801,2152.514803921703,UPI,Insufficient Funds,0,12,0
2616,12312,0.6833940670988299,19905.906472536924,12472.888065002071,UPI,Expired Card,0,4,0
2617,11009,0.6369790270723202,19533.89847884958,27707.672597828994,UPI,Network Error,2,3,1
2618,10131,0.5884494646855807,3497.2992003086842,3575.896138681881,Card,Expired Card,0,4,0
2619,11857,0.6865222471993991,13443.552591693373,769.2335010256985,NetBanking,Network Error,1,7,0
2620,12167,0.5676464226328172,3162.178912161607,7001.8131927314935,Wallet,Insufficient Funds,0,7,1
2621,11915,0.7210322561384268,3238.015246761169,2866.8545259959064,UPI,Network Error,2,8,1
2622,11242,0.5838583930925146,7982.7161625564895,1030.6689472101834,UPI,Network Error,2,12,0
2623,10671,0.8104444741826049,10728.901218953282,3711.4214177354106,Card,Bank Declined,1,19,0
2624,10504,0.7689485618918569,8393.566227385041,804.5318037836195,Card,Bank Declined,2,23,0
2625,12156,0.8326031047320085,4319.656295724766,3622.9615589317577,UPI,Technical Error,0,21,0
2626,11261,0.8123219792878147,12304.806984123834,1187.6792705350263,UPI,Network Error,2,19,1
2627,10292,0.8028379058075373,5224.043129339818,416.5525238098212,UPI,Insufficient Funds,5,14,0
2628,12010,0.8672600581018772,3117.784859880796,565.8200259959625,Card,Technical Error,0,18,0
2629,10827,0.864021034751774,7591.655080063984,1623.6021118680683,Card,Network Error,0,19,1
2630,10186,0.5750550132309202,3296.0405818491026,4923.957897673345,Card,Network Error,0,7,0
2631,11059,0.8020172699017697,5019.479336311808,10446.99165061517,UPI,Technical Error,0,3,0
2632,12303,0.7212532528679813,23210.31740614991,12426.248877022159,NetBanking,Insufficient Funds,2,4,0
2633,11458,0.5630460137688247,3347.952790058392,657.2093985059965,UPI,Expired Card,2,13,0
2634,11642,0.5753883573920622,17066.982399349832,2381.4584241145485,UPI,Bank Declined,1,5,0
2635,11031,0.8419036983169998,17764.772588201155,1619.3250294041588,Card,Bank Declined,0,3,0
2636,12795,0.4504023370708556,53611.16151154145,2680.2867825314847,Card,Technical Error,4,12,1
2637,11201,0.7786084262172732,2752.541583516534,12215.511118860157,UPI,Bank Declined,1,19,0
2638,12088,0.6896109345082648,17468.090883428657,3502.218802485006,Wallet,Technical Error,0,5,1
2639,12804,0.6411986855909997,17955.876879124382,7099.409996790391,Card,Bank Declined,2,23,0
2640,12160,0.7268448595444036,13835.350147528317,27213.540828156893,UPI,Network Error,0,1,0
2641,12815,0.8383416150426717,24476.73683786846,623.3709762284379,Card,Insufficient Funds,1,10,0
2642,10853,0.854286753807099,17762.71255973819,1853.9221292995715,Card,Technical Error,1,2,0
2643,12125,0.8675732202388187,6466.746549074219,5277.596985802976,NetBanking,Insufficient Funds,0,6,1
2644,10718,0.609069692683991,12331.275803627841,3891.5057500524154,Wallet,Expired Card,2,21,0
2645,11846,0.8978210550153958,17484.904548639566,8507.122461166551,Card,Bank Declined,2,8,0
2646,10877,0.7051835971323847,16864.94304497067,2030.8237545391198,UPI,Network Error,1,1,1
2647,10401,0.6342745034717076,3806.0174170843725,3662.8408127311563,NetBanking,Insufficient Funds,1,9,0
2648,12880,0.8367045942374733,4257.851093023837,1399.3712570070577,Card,Expired Card,2,13,0
2649,10063,0.6921546532170642,12756.61349564833,8637.456778075068,Card,Technical Error,2,3,1
2650,12699,0.713523723999958,5168.4336465660745,3109.112933572374,UPI,Bank Declined,2,11,0
2651,12933,0.9394373199673419,12915.06281632805,12134.043097783797,Wallet,Expired Card,1,13,0
2652,11448,0.8072864882066498,6832.1209911538335,12222.955515306785,Card,Expired Card,2,12,0
2653,10372,0.6090840535946755,1699.4390643297968,827.4773687166473,Card,Network Error,3,5,0
2654,10305,0.9784189613843646,18069.91290858065,14256.349066968123,UPI,Insufficient Funds,2,11,0
2655,12256,0.6668409289150486,72763.32541444128,7563.478786867281,NetBanking,Network Error,4,12,0
2656,12514,0.771930371077936,7372.736326126,2548.965815269901,UPI,Bank Declined,1,6,1
2657,10931,0.6051536445649709,10095.557645142087,6913.473769562011,NetBanking,Bank Declined,0,0,0
2658,11990,0.6376211480054813,8797.695644251315,1793.83833742405,UPI,Expired Card,0,22,0
2659,11415,0.7565139758898388,4898.454622063637,11626.53887059652,Card,Bank Declined,0,16,0
2660,12694,0.8477846264696246,33478.81218415309,3291.78316989123,Card,Technical Error,2,16,1
2661,10361,0.6593889870442374,21369.579664388795,7244.1841897540335,Card,Expired Card,1,1,0
2662,11287,0.8824369634318839,1749.4705792199193,1586.2780649309768,Card,Technical Error,0,12,1
2663,12768,0.7731160662292357,1786.1037360604091,3950.9368381914774,UPI,Network Error,3,14,0
2664,10715,0.5554270885081178,14796.810871613268,7229.638570110023,Card,Network Error,1,22,0
2665,11645,0.3542815991130052,5682.692710668042,4055.1808150892116,Wallet,Technical Error,2,13,0
2666,10542,0.4024715872895746,17836.223851643186,5225.985891445329,NetBanking,Insufficient Funds,0,5,0
2667,11547,0.6859725266858422,4657.724763441163,1394.4477377324467,UPI,Technical Error,0,22,0
2668,11662,0.7780652704779292,8030.7211465621895,4042.1717908833443,Wallet,Network Error,2,9,1
2669,12241,0.6934765662414138,2313.5971477493313,1401.6514547799832,NetBanking,Bank Declined,1,2,0
2670,10651,0.7142374796734073,7772.843811810012,2926.721644450433,UPI,Technical Error,1,3,0
2671,11050,0.5293713158772221,7841.6925280463665,1820.8648194249672,Card,Bank Declined,3,13,0
2672,11069,0.7429544880908746,3164.5808935893297,2429.3366600164804,UPI,Expired Card,1,9,1
2673,10646,0.5791456763038239,13678.528920295124,517.1708739124123,UPI,Technical Error,1,4,0
2674,11852,0.9069645914961363,3320.70422154242,3060.9055716582093,NetBanking,Network Error,0,10,1
2675,11081,0.8226418014759477,19182.045324525134,2677.048584434641,UPI,Network Error,1,19,1
2676,10948,0.5768249213582312,6851.518178118881,654.9847634921886,Card,Insufficient Funds,1,16,1
2677,10960,0.7195951640455647,2005.4976151673961,4193.3949920832665,Card,Network Error,3,17,0
2678,12096,0.5069718747588822,3133.5270620088754,6809.152369957795,Wallet,Technical Error,2,22,0
2679,10802,0.6094692737917947,26281.22222864973,4085.805084355438,UPI,Insufficient Funds,0,20,0
2680,12654,0.8383261577468487,4535.867421782392,6539.946405714118,UPI,Bank Declined,1,2,0
2681,11680,0.5520569283725036,1415.959315722927,1759.9113750448066,Card,Technical Error,2,7,0
2682,11607,0.4804879024740031,5164.6294891857115,2409.6034931329887,NetBanking,Network Error,1,13,1
2683,11402,0.7578968142211868,12402.159136394872,3210.4792410161517,Wallet,Network Error,0,9,1
2684,12057,0.7102088262552242,4193.556174341339,3449.5199698173806,UPI,Insufficient Funds,2,12,0
2685,12721,0.5518995262824498,5060.011385360277,284.38476915584823,Card,Network Error,1,13,0
2686,10725,0.6184831157818559,1428.359031978712,1186.9168832019293,UPI,Technical Error,0,14,0
2687,12563,0.6119205592704062,10875.529611934902,8122.1016233721075,NetBanking,Bank Declined,1,5,0
2688,12271,0.861587896143702,15221.563496946987,1363.3042125467543,UPI,Insufficient Funds,0,19,1
2689,11404,0.7992366332560021,43294.23945194149,2328.7365908868424,NetBanking,Insufficient Funds,1,0,0
2690,10202,0.9201490442028477,9704.33638024098,2829.5446504609167,UPI,Network Error,1,23,1
2691,10941,0.7287547929579266,3450.851586816867,780.2767377102463,NetBanking,Technical Error,2,18,0
2692,10588,0.8745484452553326,5980.307959293166,14474.795690532499,UPI,Insufficient Funds,0,17,1
2693,10570,0.5623011851274236,3393.6526463929813,2889.070897210425,Card,Bank Declined,2,15,0
2694,10195,0.7231259115445812,5481.179986194259,1265.9006060751376,Card,Network Error,1,8,0
2695,11345,0.8454251497241249,24184.025076812082,5701.339897635968,UPI,Insufficient Funds,2,18,0
2696,10417,0.42248181131304274,7293.994011920171,2215.5943742609397,UPI,Bank Declined,0,23,1
2697,11642,0.5753883573920622,17066.982399349832,3161.4180341886904,UPI,Network Error,3,3,0
2698,11365,0.671593649061724,8006.561209077512,12195.902433118697,UPI,Technical Error,1,17,1
2699,10008,0.7023082941931629,16337.729574551528,1735.0760381598834,UPI,Network Error,0,19,0
2700,10531,0.6726776367631105,12555.953532471995,9346.759577720542,Card,Technical Error,2,3,1
2701,10148,0.6663822133759897,3174.382760624034,2117.100760258891,Card,Network Error,2,4,1
2702,12430,0.922754082056341,23703.458173587278,3191.523181892156,NetBanking,Technical Error,1,18,0
2703,11552,0.8831969606194475,4810.134498139161,4036.484638055226,UPI,Technical Error,4,13,0
